year,month,week,states,suspected,confirmed,probable,hcw,deaths
23,2,9,Jigawa,1.0,,,,
23,2,9,Kaduna,11.0,,,,
23,2,9,Kano,5.0,,,,
23,2,9,Kogi,1.0,,,,
23,2,9,Nasarawa,7.0,,,,
23,2,9,Ondo,59.0,11.0,,,2.0
23,2,9,Osun,2.0,,,,
23,2,9,Oyo,2.0,,,,
23,2,9,Plateau,6.0,,,,
23,2,9,Rivers,1.0,,,,
23,2,9,Taraba,10.0,5.0,,1.0,
23,2,9,Total,295.0,40.0,0.0,1.0,5.0
23,2,9,Yobe,1.0,,,,
23,2,8,Adamawa,1.0,,,,
23,2,8,Anambra,,1.0,,,
23,2,8,Bauchi,69.0,12.0,,4.0,2.0
23,2,8,Benue,26.0,13.0,,,
23,2,8,Ebonyi,15.0,3.0,,,1.0
23,2,8,Edo,107.0,5.0,,,2.0
23,2,8,FCT,2.0,1.0,,,
23,2,8,Gombe,5.0,,,,
23,2,8,Imo,3.0,,,,
23,2,8,Jigawa,6.0,2.0,,,
23,2,8,Kaduna,1.0,,,,
23,2,8,Kano,12.0,2.0,,,
23,2,8,Katsina,1.0,,,,
23,2,8,Kogi,3.0,1.0,,,1.0
23,2,8,Nasarawa,6.0,,,,
23,2,8,Ogun,1.0,,,,
23,2,8,Ondo,63.0,10.0,,,3.0
23,2,8,Taraba,29.0,10.0,,,1.0
23,2,8,Total,351.0,59.0,0.0,4.0,10.0
23,2,7,Abia,2.0,,,,
23,2,7,Anambra,2.0,,,,
23,2,7,Bauchi,80.0,9.0,,,
23,2,7,Bayelsa,1.0,1.0,,,1.0
23,2,7,Benue,3.0,,,,
23,2,7,Delta,1.0,,,,
23,2,7,Ebonyi,13.0,4.0,,,2.0
23,2,7,Edo,132.0,12.0,,,2.0
23,2,7,Ekiti,2.0,,,,
23,2,7,Enugu,1.0,,,,
23,2,7,FCT,1.0,,,,
23,2,7,Gombe,2.0,1.0,,,
23,2,7,Imo,1.0,,,,
23,2,7,Nasarawa,5.0,,,,
23,2,7,Niger,1.0,,,,
23,2,7,Ondo,94.0,7.0,,,
23,2,7,Osun,1.0,,,,
23,2,7,Oyo,1.0,,,,
23,2,7,Plateau,1.0,,,,
23,2,7,Rivers,1.0,,,,
23,2,7,Taraba,38.0,12.0,,,4.0
23,2,7,Total,384.0,46.0,0.0,0.0,9.0
23,2,7,Zamfara,1.0,,,,
23,2,6,Abia,1.0,,,,
23,2,6,Bauchi,56.0,14.0,1.0,,2.0
23,2,6,Benue,5.0,1.0,1.0,,
23,2,6,Cross River,2.0,,,,
23,2,6,Ebonyi,11.0,4.0,,,1.0
23,2,6,Edo,135.0,15.0,,,5.0
23,2,6,Enugu,1.0,,,,
23,2,6,FCT,3.0,,,,
23,2,6,Gombe,6.0,4.0,,,
23,2,6,Imo,2.0,,,,
23,2,6,Kano,2.0,,,,
23,2,6,Kogi,2.0,,,,
23,2,6,Kwara,1.0,,,,
23,2,6,Nasarawa,16.0,1.0,,,
23,2,6,Ondo,128.0,21.0,,4.0,4.0
23,2,6,Oyo,2.0,,,,
23,2,6,Plateau,4.0,1.0,,,
23,2,6,Taraba,37.0,7.0,,,3.0
23,2,6,Total,415.0,68.0,2.0,4.0,15.0
23,2,6,Yobe,1.0,,,,
23,1,5,Adamawa,1.0,,,,
23,1,5,Anambra,1.0,,,,
23,1,5,Bauchi,47.0,4.0,,1.0,
23,1,5,Benue,5.0,3.0,1.0,,2.0
23,1,5,Cross River,1.0,1.0,,,
23,1,5,Delta,1.0,,,,
23,1,5,Ebonyi,16.0,7.0,,3.0,4.0
23,1,5,Edo,183.0,35.0,,3.0,3.0
23,1,5,Enugu,7.0,1.0,,,
23,1,5,FCT,3.0,,,,
23,1,5,Gombe,3.0,,,,
23,1,5,Imo,2.0,,,,
23,1,5,Kogi,4.0,3.0,,,
23,1,5,Nasarawa,23.0,2.0,,1.0,1.0
23,1,5,Niger,1.0,1.0,,,
23,1,5,Ogun,5.0,,,,
23,1,5,Ondo,132.0,42.0,,1.0,3.0
23,1,5,Oyo,1.0,,,,
23,1,5,Plateau,2.0,1.0,,,1.0
23,1,5,Taraba,16.0,6.0,,2.0,1.0
23,1,5,Total,455.0,106.0,1.0,11.0,15.0
23,1,5,Yobe,1.0,,,,
23,1,4,Abia,,1.0,,,
23,1,4,Adamawa,,1.0,,,
23,1,4,Anambra,2.0,,,,
23,1,4,Bauchi,54.0,8.0,,,
23,1,4,Benue,13.0,7.0,,,
23,1,4,Delta,4.0,1.0,,,
23,1,4,Ebonyi,15.0,7.0,,,5.0
23,1,4,Edo,148.0,25.0,,,4.0
23,1,4,Enugu,5.0,1.0,,,
23,1,4,FCT,5.0,1.0,,,
23,1,4,Gombe,3.0,1.0,,,
23,1,4,Kaduna,2.0,,,,
23,1,4,Kano,6.0,2.0,,,
23,1,4,Kogi,2.0,1.0,,,
23,1,4,Nasarawa,10.0,3.0,,,
23,1,4,Ondo,142.0,40.0,,,4.0
23,1,4,Osun,1.0,,,,
23,1,4,Oyo,1.0,,,,
23,1,4,Plateau,5.0,4.0,,1.0,
23,1,4,Taraba,25.0,16.0,,,3.0
23,1,4,Total,445.0,117.0,0.0,1.0,16.0
23,1,4,Yobe,1.0,,,,
23,1,3,Adamawa,1.0,1.0,,,
23,1,3,Akwa Ibom,2.0,,,,
23,1,3,Anambra,21.0,2.0,,,1.0
23,1,3,Bauchi,74.0,5.0,,1.0,1.0
23,1,3,Bayelsa,1.0,,,,
23,1,3,Benue,13.0,5.0,,,1.0
23,1,3,Delta,5.0,1.0,,,
23,1,3,Ebonyi,10.0,3.0,,,2.0
23,1,3,Edo,193.0,48.0,,1.0,6.0
23,1,3,Ekiti,1.0,,,,
23,1,3,Enugu,4.0,1.0,,,
23,1,3,FCT,4.0,1.0,,,
23,1,3,Gombe,1.0,,,,
23,1,3,Imo,1.0,,,,
23,1,3,Kano,8.0,,,,
23,1,3,Kogi,11.0,3.0,,,
23,1,3,Kwara,4.0,,,,
23,1,3,Lagos,2.0,,,,
23,1,3,Nasarawa,20.0,5.0,,,
23,1,3,Niger,1.0,,,,
23,1,3,Ogun,2.0,,,,
23,1,3,Ondo,137.0,51.0,,,4.0
23,1,3,Osun,1.0,,,,
23,1,3,Plateau,22.0,3.0,,,
23,1,3,Rivers,2.0,,,,
23,1,3,Taraba,18.0,8.0,,,3.0
23,1,3,Total,560.0,137.0,0.0,2.0,18.0
23,1,3,Yobe,1.0,,,,
23,1,2,Bauchi,21.0,5.0,,,1.0
23,1,2,Benue,5.0,4.0,,,
23,1,2,Delta,1.0,,,,
23,1,2,Ebonyi,15.0,6.0,,,2.0
23,1,2,Edo,67.0,25.0,,,2.0
23,1,2,Enugu,1.0,,,,
23,1,2,FCT,3.0,,,,
23,1,2,Gombe,1.0,,,,
23,1,2,Imo,2.0,1.0,,,1.0
23,1,2,Kogi,1.0,1.0,,,
23,1,2,Kwara,1.0,,,,
23,1,2,Lagos,4.0,,,,
23,1,2,Nasarawa,18.0,1.0,,,
23,1,2,Niger,1.0,,,,
23,1,2,Ogun,2.0,,,,
23,1,2,Ondo,83.0,33.0,,,
23,1,2,Osun,1.0,,,,
23,1,2,Oyo,2.0,1.0,,,
23,1,2,Rivers,1.0,,,,
23,1,2,Taraba,1.0,,,,
23,1,2,Total,231.0,77.0,0.0,0.0,6.0
23,1,1,Bauchi,17.0,3.0,,,
23,1,1,Delta,1.0,,,,
23,1,1,Ebonyi,5.0,1.0,,,
23,1,1,Edo,40.0,16.0,,,
23,1,1,Enugu,1.0,,,,
23,1,1,FCT,22.0,,,,
23,1,1,Imo,1.0,,,,
23,1,1,Kaduna,1.0,,,,
23,1,1,Kogi,1.0,1.0,,,
23,1,1,Nasarawa,1.0,1.0,,1.0,1.0
23,1,1,Ondo,11.0,6.0,,,
23,1,1,Plateau,3.0,2.0,,,
23,1,1,Total,104.0,30.0,0.0,1.0,1.0
22,12,52,Bauchi,2.0,,,,
22,12,52,Benue,7.0,1.0,,,
22,12,52,Ebonyi,11.0,2.0,,,
22,12,52,Edo,53.0,9.0,,,
22,12,52,FCT,1.0,,,,
22,12,52,Kebbi,1.0,,,,
22,12,52,Lagos,1.0,,,,
22,12,52,Nasarawa,2.0,,,,
22,12,52,Niger,1.0,,,,
22,12,52,Total,79.0,12.0,0.0,0.0,0.0
22,12,51,Abia,1.0,,,,
22,12,51,Bauchi,35.0,6.0,,1.0,1.0
22,12,51,Delta,2.0,,,,
22,12,51,Ebonyi,6.0,1.0,,,
22,12,51,Edo,54.0,3.0,,,
22,12,51,Enugu,1.0,,,,
22,12,51,FCT,1.0,,,,
22,12,51,Imo,1.0,,,,
22,12,51,Kwara,2.0,,,,
22,12,51,Nasarawa,4.0,,,,
22,12,51,Niger,1.0,,,,
22,12,51,Ondo,23.0,1.0,,,
22,12,51,Oyo,6.0,4.0,,,
22,12,51,Plateau,5.0,,,,
22,12,51,Taraba,5.0,2.0,,,
22,12,51,Total,147.0,17.0,0.0,1.0,1.0
22,12,50,Anambra,5.0,,,,
22,12,50,Bauchi,16.0,1.0,,,
22,12,50,Benue,1.0,,,,
22,12,50,Cross River,1.0,,,,
22,12,50,Ebonyi,8.0,,,,
22,12,50,Enugu,5.0,,,,
22,12,50,FCT,1.0,,,,
22,12,50,Gombe,1.0,,,,
22,12,50,Kebbi,1.0,,,,
22,12,50,Nasarawa,3.0,1.0,,,
22,12,50,Ondo,29.0,7.0,,,
22,12,50,Plateau,2.0,,,,
22,12,50,Taraba,1.0,1.0,,,
22,12,50,Total,74.0,10.0,0.0,0.0,0.0
22,12,49,Bauchi,71.0,7.0,,,
22,12,49,Cross River,1.0,,,,
22,12,49,Ebonyi,8.0,2.0,,,1.0
22,12,49,Enugu,1.0,,,,
22,12,49,FCT,2.0,,,,
22,12,49,Gombe,1.0,,,,
22,12,49,Kaduna,1.0,,,,
22,12,49,Kano,1.0,,,,
22,12,49,Nasarawa,3.0,,,,
22,12,49,Ondo,48.0,3.0,,,
22,12,49,Oyo,5.0,,,,
22,12,49,Plateau,1.0,,,,
22,12,49,Rivers,1.0,,,,
22,12,49,Sokoto,1.0,1.0,,,
22,12,49,Taraba,1.0,,,,
22,12,49,Total,146.0,13.0,0.0,0.0,1.0
22,11,48,Bauchi,61.0,10.0,,,2.0
22,11,48,Benue,2.0,1.0,,,1.0
22,11,48,Cross River,1.0,,,,
22,11,48,Delta,2.0,,,,
22,11,48,Ebonyi,5.0,,,,
22,11,48,Edo,62.0,3.0,,,
22,11,48,FCT,1.0,,,,
22,11,48,Kano,2.0,,,,
22,11,48,Lagos,1.0,,,,
22,11,48,Nasarawa,3.0,,,,
22,11,48,Ondo,26.0,7.0,,,
22,11,48,Plateau,5.0,1.0,,,
22,11,48,Total,171.0,22.0,0.0,0.0,3.0
22,11,47,Anambra,1.0,,,,
22,11,47,Benue,1.0,,,,
22,11,47,Delta,1.0,,,,
22,11,47,Edo,59.0,1.0,,,
22,11,47,Kogi,3.0,,,,
22,11,47,Lagos,1.0,,,,
22,11,47,Nasarawa,4.0,1.0,,,
22,11,47,Ondo,27.0,2.0,,,
22,11,47,Total,98.0,4.0,0.0,0.0,0.0
22,11,47,Yobe,1.0,,,,
22,11,46,Benue,4.0,1.0,,,1.0
22,11,46,Ebonyi,7.0,,,,
22,11,46,Edo,66.0,1.0,,,
22,11,46,Kogi,1.0,,,,
22,11,46,Lagos,1.0,,,,
22,11,46,Ondo,20.0,2.0,,,
22,11,46,Plateau,2.0,,,,
22,11,46,Sokoto,1.0,,,,
22,11,46,Taraba,1.0,,,,
22,11,46,Total,103.0,4.0,0.0,0.0,1.0
22,11,45,Abia,2.0,,,,
22,11,45,Delta,1.0,1.0,,,
22,11,45,Ebonyi,4.0,1.0,,,
22,11,45,Edo,62.0,4.0,,,
22,11,45,Enugu,1.0,,,,
22,11,45,FCT,1.0,,,,
22,11,45,Nasarawa,2.0,,,,
22,11,45,Ondo,21.0,3.0,,,
22,11,45,Oyo,2.0,1.0,,,
22,11,45,Total,96.0,10.0,0.0,0.0,0.0
22,10,44,Benue,1.0,1.0,,,
22,10,44,Edo,64.0,5.0,,,
22,10,44,Kogi,2.0,1.0,,,
22,10,44,Lagos,1.0,,,,
22,10,44,Ondo,37.0,9.0,,,
22,10,44,Oyo,1.0,1.0,,,
22,10,44,Plateau,4.0,,,,
22,10,44,Total,110.0,17.0,0.0,0.0,0.0
22,10,43,Adamawa,3.0,,,,
22,10,43,Anambra,1.0,,,,
22,10,43,Bauchi,8.0,,,,
22,10,43,Cross River,1.0,1.0,,,
22,10,43,Delta,2.0,,,,1.0
22,10,43,Ebonyi,2.0,,,,
22,10,43,Edo,66.0,6.0,,,
22,10,43,Gombe,2.0,,,,
22,10,43,Nasarawa,1.0,,,,
22,10,43,Ondo,20.0,3.0,,,
22,10,43,Plateau,1.0,,,,
22,10,43,Total,108.0,10.0,0.0,0.0,1.0
22,10,43,Yobe,1.0,,,,
22,10,42,Anambra,1.0,,,,
22,10,42,Bauchi,9.0,,,,
22,10,42,Borno,1.0,,,,
22,10,42,Cross River,1.0,1.0,,,
22,10,42,Ebonyi,6.0,1.0,,,
22,10,42,Edo,40.0,1.0,,,
22,10,42,Enugu,1.0,,,,
22,10,42,Lagos,1.0,,,,
22,10,42,Nasarawa,2.0,,,,
22,10,42,Ondo,33.0,4.0,,,
22,10,42,Total,95.0,7.0,0.0,0.0,0.0
22,10,41,Bauchi,9.0,,,,
22,10,41,Delta,1.0,,,,
22,10,41,Edo,64.0,2.0,,,
22,10,41,Ekiti,1.0,,,,
22,10,41,Ondo,22.0,2.0,,,
22,10,41,Total,97.0,4.0,0.0,0.0,0.0
22,9,40,Bauchi,4.0,1.0,,,
22,9,40,Benue,1.0,,,,
22,9,40,Ekiti,1.0,1.0,,,
22,9,40,Gombe,1.0,,,,
22,9,40,Nasarawa,3.0,,,,
22,9,40,Ondo,16.0,2.0,,,
22,9,40,Plateau,3.0,,,,
22,9,40,Total,29.0,4.0,0.0,0.0,0.0
22,9,39,Anambra,6.0,,,,
22,9,39,Bauchi,14.0,,,,
22,9,39,Benue,2.0,,,,
22,9,39,Cross River,2.0,,,,
22,9,39,Delta,1.0,,,,
22,9,39,Ebonyi,4.0,,,,
22,9,39,Edo,31.0,,,,
22,9,39,Enugu,1.0,1.0,,,
22,9,39,FCT,1.0,,,,
22,9,39,Kebbi,1.0,,,,
22,9,39,Kogi,1.0,,,,
22,9,39,Nasarawa,1.0,,,,
22,9,39,Ondo,20.0,3.0,,,1.0
22,9,39,Total,85.0,4.0,0.0,0.0,1.0
22,9,38,Bauchi,7.0,1.0,,,
22,9,38,Kebbi,1.0,,,,
22,9,38,Nasarawa,1.0,,,,
22,9,38,Niger,1.0,,,,
22,9,38,Ondo,23.0,5.0,,,1.0
22,9,38,Rivers,4.0,,,,
22,9,38,Total,37.0,6.0,0.0,0.0,1.0
22,9,37,Bauchi,5.0,1.0,,,
22,9,37,Edo,34.0,,,,
22,9,37,Gombe,1.0,,,,
22,9,37,Lagos,1.0,,,,
22,9,37,Nasarawa,5.0,,,,
22,9,37,Ogun,2.0,,,,
22,9,37,Ondo,22.0,5.0,,,
22,9,37,Total,70.0,6.0,0.0,0.0,0.0
22,9,36,Anambra,1.0,1.0,,,
22,9,36,Bauchi,4.0,1.0,,,
22,9,36,Benue,4.0,,,,
22,9,36,Borno,1.0,,,,
22,9,36,Edo,54.0,1.0,,,
22,9,36,Gombe,1.0,,,,
22,9,36,Kano,1.0,,,,
22,9,36,Lagos,6.0,,,,
22,9,36,Nasarawa,11.0,,,,
22,9,36,Ondo,27.0,5.0,,,1.0
22,9,36,Plateau,2.0,,,,
22,9,36,Sokoto,1.0,,,,
22,9,36,Total,113.0,8.0,0.0,0.0,1.0
22,8,35,Bauchi,3.0,,,,
22,8,35,Benue,2.0,,,,
22,8,35,Borno,3.0,,,,
22,8,35,Edo,41.0,4.0,,,
22,8,35,Gombe,3.0,,,,
22,8,35,Kaduna,1.0,,,,
22,8,35,Nasarawa,3.0,1.0,,,
22,8,35,Ogun,1.0,,,,
22,8,35,Ondo,16.0,5.0,,,1.0
22,8,35,Plateau,2.0,,,,
22,8,35,Total,76.0,10.0,0.0,0.0,1.0
22,8,35,Yobe,1.0,,,,
22,8,34,Anambra,1.0,,,,
22,8,34,Bauchi,2.0,,,,
22,8,34,Benue,2.0,,,,
22,8,34,Ebonyi,3.0,,,,
22,8,34,Edo,50.0,2.0,,,
22,8,34,Enugu,1.0,,,,
22,8,34,Nasarawa,1.0,,,,
22,8,34,Ondo,17.0,3.0,,,
22,8,34,Oyo,2.0,,,,
22,8,34,Total,79.0,5.0,0.0,0.0,0.0
22,8,33,Bauchi,2.0,,,,
22,8,33,Delta,1.0,,,,
22,8,33,Edo,52.0,1.0,,,
22,8,33,FCT,1.0,,,,
22,8,33,Kogi,1.0,,,,
22,8,33,Lagos,2.0,,,,
22,8,33,Ogun,1.0,,,,
22,8,33,Ondo,25.0,4.0,,,
22,8,33,Oyo,1.0,,,,
22,8,33,Plateau,2.0,,,,
22,8,33,Total,88.0,5.0,0.0,0.0,0.0
22,8,32,Akwa Ibom,1.0,,,,
22,8,32,Anambra,1.0,,,,
22,8,32,Bauchi,9.0,,,,
22,8,32,Benue,3.0,,,,
22,8,32,Cross River,1.0,,,,
22,8,32,Delta,1.0,,,,
22,8,32,Ebonyi,3.0,,,,
22,8,32,Edo,82.0,5.0,,,
22,8,32,Enugu,1.0,1.0,,,
22,8,32,FCT,2.0,,,,
22,8,32,Gombe,1.0,,,,
22,8,32,Imo,39.0,,,,
22,8,32,Kwara,1.0,,,,
22,8,32,Lagos,1.0,,,,
22,8,32,Ogun,1.0,,,,
22,8,32,Ondo,27.0,3.0,,,3.0
22,8,32,Oyo,1.0,,,,
22,8,32,Plateau,3.0,,,,
22,8,32,Total,178.0,9.0,0.0,0.0,3.0
22,7,31,Bayelsa,1.0,,,,
22,7,31,Benue,1.0,,,,
22,7,31,Cross River,1.0,,,,
22,7,31,Ebonyi,3.0,1.0,,,
22,7,31,Edo,87.0,3.0,,,
22,7,31,Enugu,1.0,,,,
22,7,31,FCT,1.0,,,,
22,7,31,Gombe,1.0,,,,
22,7,31,Imo,1.0,1.0,,,
22,7,31,Kogi,4.0,2.0,,,1.0
22,7,31,Lagos,4.0,,,,
22,7,31,Nasarawa,1.0,,,,
22,7,31,Ondo,24.0,6.0,,,
22,7,31,Plateau,5.0,,,,
22,7,31,Rivers,1.0,,,,
22,7,31,Total,136.0,13.0,0.0,0.0,1.0
22,7,30,Adamawa,1.0,,,,
22,7,30,Bauchi,2.0,1.0,,,
22,7,30,Delta,1.0,,,,
22,7,30,Edo,56.0,2.0,,,
22,7,30,Niger,1.0,,,,
22,7,30,Ondo,37.0,7.0,,,
22,7,30,Plateau,1.0,,,,
22,7,30,Total,100.0,10.0,0.0,0.0,0.0
22,7,30,Yobe,1.0,,,,
22,7,29,Akwa Ibom,2.0,,,,
22,7,29,Bauchi,8.0,,,,
22,7,29,Bayelsa,1.0,,,,
22,7,29,Benue,1.0,,,,
22,7,29,Delta,1.0,,,,
22,7,29,Ebonyi,4.0,,,,
22,7,29,Edo,68.0,5.0,,,
22,7,29,Enugu,1.0,,,,
22,7,29,FCT,1.0,,,,
22,7,29,Kogi,1.0,,,,
22,7,29,Nasarawa,2.0,,,,
22,7,29,Ondo,43.0,5.0,,1.0,2.0
22,7,29,Plateau,1.0,,,,
22,7,29,Total,134.0,10.0,0.0,1.0,2.0
22,7,28,Bauchi,5.0,,,,
22,7,28,Delta,1.0,,,,
22,7,28,Edo,75.0,4.0,,,1.0
22,7,28,FCT,1.0,,,,
22,7,28,Kwara,1.0,,,,
22,7,28,Lagos,1.0,,,,
22,7,28,Nasarawa,1.0,,,,
22,7,28,Ondo,21.0,1.0,,,1.0
22,7,28,Plateau,1.0,,,,
22,7,28,Total,107.0,5.0,0.0,0.0,2.0
22,6,27,Abia,1.0,,,,
22,6,27,Adamawa,3.0,,,,
22,6,27,Anambra,1.0,1.0,,,
22,6,27,Benue,23.0,,,,
22,6,27,Ebonyi,2.0,,,,
22,6,27,Edo,67.0,3.0,,,
22,6,27,Kogi,1.0,,,,
22,6,27,Ondo,38.0,8.0,,,
22,6,27,Plateau,3.0,1.0,,,
22,6,27,Total,139.0,13.0,0.0,0.0,0.0
22,6,26,Benue,2.0,1.0,,,
22,6,26,Delta,1.0,,,,
22,6,26,Edo,78.0,1.0,,,
22,6,26,Kogi,1.0,,,,
22,6,26,Lagos,2.0,,,,
22,6,26,Nasarawa,2.0,,,,
22,6,26,Niger,1.0,,,,
22,6,26,Ogun,1.0,,,,
22,6,26,Ondo,37.0,7.0,,,1.0
22,6,26,Plateau,5.0,,,,
22,6,26,Total,130.0,9.0,0.0,0.0,1.0
22,6,25,Bayelsa,1.0,,,,
22,6,25,Delta,3.0,,,,
22,6,25,Edo,81.0,4.0,,,
22,6,25,Lagos,1.0,,,,
22,6,25,Ondo,26.0,6.0,,1.0,1.0
22,6,25,Oyo,2.0,,,,
22,6,25,Rivers,1.0,,,,
22,6,25,Total,115.0,10.0,0.0,1.0,1.0
22,6,24,Akwa Ibom,1.0,,,,
22,6,24,Benue,1.0,,,,
22,6,24,Delta,1.0,,,,
22,6,24,Ebonyi,4.0,,,,
22,6,24,Edo,37.0,2.0,,,1.0
22,6,24,FCT,1.0,,,,
22,6,24,Kogi,1.0,,,,
22,6,24,Ondo,39.0,5.0,,,2.0
22,6,24,Plateau,3.0,1.0,,,
22,6,24,Total,88.0,8.0,0.0,0.0,3.0
22,5,22,Akwa Ibom,1.0,,,,
22,5,22,Bauchi,7.0,,,,
22,5,22,Borno,1.0,,,,
22,5,22,Delta,2.0,,,,
22,5,22,Ebonyi,2.0,,,,
22,5,22,Edo,52.0,3.0,,,
22,5,22,Gombe,2.0,1.0,,,
22,5,22,Kano,1.0,,,,
22,5,22,Kogi,2.0,1.0,,,
22,5,22,Kwara,1.0,,,,
22,5,22,Lagos,8.0,,,,
22,5,22,Nasarawa,4.0,,,,
22,5,22,Ogun,1.0,,,,
22,5,22,Ondo,35.0,2.0,,,
22,5,22,Total,119.0,7.0,0.0,0.0,0.0
22,4,18,Benue,1.0,1.0,,,
22,4,18,Delta,3.0,,,,
22,4,18,Ebonyi,2.0,,,,
22,4,18,Edo,45.0,1.0,,,1.0
22,4,18,Enugu,1.0,,,,
22,4,18,FCT,1.0,,,,
22,4,18,Lagos,1.0,,,,
22,4,18,Ogun,2.0,,,,
22,4,18,Ondo,13.0,1.0,,,1.0
22,4,18,Plateau,1.0,,,,
22,4,18,Sokoto,1.0,,,,
22,4,18,Taraba,1.0,,,,
22,4,18,Total,72.0,3.0,0.0,0.0,2.0
22,4,17,Ebonyi,13.0,,,,
22,4,17,Edo,64.0,3.0,,,2.0
22,4,17,Enugu,1.0,,,,
22,4,17,Gombe,73.0,2.0,,,1.0
22,4,17,Kogi,3.0,1.0,,,
22,4,17,Kwara,1.0,,,,
22,4,17,Ondo,28.0,2.0,,,
22,4,17,Total,183.0,8.0,0.0,0.0,3.0
22,4,16,Bauchi,24.0,1.0,,,
22,4,16,Benue,2.0,,,,
22,4,16,Borno,1.0,,,,
22,4,16,Cross River,2.0,,,,
22,4,16,Delta,3.0,,,,
22,4,16,Ebonyi,3.0,,,,
22,4,16,Edo,51.0,6.0,,,
22,4,16,Enugu,1.0,,,,
22,4,16,Gombe,2.0,1.0,,,
22,4,16,Kogi,6.0,2.0,,,
22,4,16,Nasarawa,2.0,,,,
22,4,16,Ondo,36.0,6.0,,,1.0
22,4,16,Oyo,4.0,1.0,,,
22,4,16,Plateau,4.0,1.0,,,
22,4,16,Taraba,2.0,,,,
22,4,16,Total,145.0,18.0,0.0,0.0,1.0
22,4,16,Zamfara,2.0,,,,
22,4,15,Abia,1.0,,,,
22,4,15,Akwa Ibom,1.0,,,,
22,4,15,Bauchi,27.0,2.0,,,
22,4,15,Benue,2.0,1.0,,,
22,4,15,Delta,1.0,,,,
22,4,15,Ebonyi,5.0,,,,
22,4,15,Edo,81.0,5.0,,,
22,4,15,FCT,1.0,,,,
22,4,15,Gombe,5.0,,,,
22,4,15,Kogi,3.0,1.0,,,
22,4,15,Nasarawa,3.0,1.0,,,
22,4,15,Ondo,25.0,6.0,,,1.0
22,4,15,Oyo,4.0,,,,
22,4,15,Plateau,2.0,,,,
22,4,15,Taraba,3.0,2.0,,,
22,4,15,Total,164.0,18.0,0.0,0.0,1.0
22,3,13,Abia,1.0,,,,
22,3,13,Anambra,1.0,,,,
22,3,13,Bauchi,15.0,2.0,,,2.0
22,3,13,Bayelsa,2.0,,,,
22,3,13,Borno,1.0,,,,
22,3,13,Delta,1.0,,,,
22,3,13,Ebonyi,6.0,,,,
22,3,13,Edo,78.0,3.0,,,
22,3,13,Enugu,1.0,,,,
22,3,13,FCT,2.0,,,,
22,3,13,Gombe,5.0,,,,
22,3,13,Kaduna,33.0,2.0,3.0,,1.0
22,3,13,Kano,1.0,,,,
22,3,13,Katsina,1.0,,,,
22,3,13,Kogi,3.0,1.0,,,1.0
22,3,13,Nasarawa,12.0,,,,
22,3,13,Ondo,27.0,1.0,,,
22,3,13,Osun,2.0,,,,
22,3,13,Plateau,8.0,1.0,,,
22,3,13,Taraba,4.0,,,,
22,3,13,Total,204.0,10.0,3.0,0.0,4.0
22,3,12,Abia,1.0,,,,
22,3,12,Bauchi,33.0,4.0,,,
22,3,12,Bayelsa,1.0,,,,
22,3,12,Benue,5.0,,,,
22,3,12,Borno,4.0,,,,
22,3,12,Cross River,1.0,,,,
22,3,12,Ebonyi,13.0,2.0,,,3.0
22,3,12,Edo,80.0,6.0,,,
22,3,12,Enugu,6.0,,,,
22,3,12,FCT,1.0,,,,
22,3,12,Gombe,5.0,,,,
22,3,12,Imo,1.0,,,,
22,3,12,Jigawa,1.0,,,,
22,3,12,Kaduna,3.0,,,,
22,3,12,Kano,2.0,,,,
22,3,12,Katsina,1.0,,,,
22,3,12,Kebbi,1.0,,,,
22,3,12,Kogi,8.0,5.0,,,
22,3,12,Nasarawa,3.0,,,,
22,3,12,Ondo,41.0,3.0,,,1.0
22,3,12,Oyo,1.0,,,,
22,3,12,Plateau,1.0,1.0,,,
22,3,12,Taraba,9.0,1.0,,,
22,3,12,Total,224.0,22.0,0.0,0.0,4.0
22,3,12,Zamfara,2.0,,,,
22,3,11,Abia,3.0,,,,
22,3,11,Adamawa,1.0,,,,
22,3,11,Anambra,3.0,1.0,,,
22,3,11,Bauchi,9.0,3.0,,,
22,3,11,Benue,2.0,,,,
22,3,11,Borno,1.0,,,,
22,3,11,Ebonyi,9.0,2.0,,1.0,3.0
22,3,11,Edo,86.0,4.0,,,1.0
22,3,11,Enugu,4.0,3.0,,,
22,3,11,FCT,5.0,,,,
22,3,11,Gombe,4.0,,,,
22,3,11,Imo,5.0,,,,
22,3,11,Jigawa,1.0,,,,
22,3,11,Kaduna,8.0,,,,
22,3,11,Kano,5.0,,,,
22,3,11,Kogi,28.0,5.0,,,
22,3,11,Kwara,2.0,,,,
22,3,11,Nasarawa,3.0,1.0,,,
22,3,11,Ogun,2.0,,,,
22,3,11,Ondo,35.0,3.0,,,
22,3,11,Oyo,4.0,1.0,,,
22,3,11,Plateau,3.0,1.0,,,
22,3,11,Taraba,9.0,5.0,,,2.0
22,3,11,Total,233.0,29.0,0.0,1.0,6.0
22,3,11,Zamfara,1.0,,,,
22,3,10,Akwa Ibom,1.0,,,,
22,3,10,Anambra,2.0,,,,
22,3,10,Bauchi,14.0,1.0,,,
22,3,10,Benue,2.0,,,,
22,3,10,Delta,11.0,,,,
22,3,10,Ebonyi,17.0,4.0,,,1.0
22,3,10,Edo,114.0,11.0,,,
22,3,10,Enugu,8.0,,,,
